Time,Yaw,Pitch,Roll,a_x,a_y,a_z,Temperature,Pressure,Altitude,kf_velocity,kf_altitude,triggerAltitudeAchieved
8068.55,-15.24,-68.01,-21.66,-0.91,0.14,-0.34,34.97,92.29,2559.46,-955.66,2557.99,1
8068.56,-15.25,-68.01,-21.66,-0.92,0.14,-0.34,34.97,92.32,2552.10,-955.60,2552.07,1
8068.57,-15.25,-68.01,-21.66,-0.91,0.13,-0.34,34.97,92.32,2552.10,-951.23,2550.50,1
8068.58,-15.25,-68.01,-21.66,-0.92,0.14,-0.34,34.96,92.36,2538.85,-955.39,2540.37,1
8068.59,-15.25,-68.01,-21.66,-0.92,0.14,-0.34,34.95,92.38,2535.03,-954.93,2534.86,1
8068.60,-15.24,-68.01,-21.66,-0.92,0.14,-0.34,34.97,92.42,2522.97,-959.25,2524.54,1
8068.61,-15.24,-68.01,-21.66,-0.92,0.14,-0.34,34.97,92.43,2519.44,-958.61,2519.20,1
8068.62,-15.24,-68.01,-21.66,-0.92,0.14,-0.34,34.97,92.43,2519.44,-954.06,2517.78,1
8068.63,-15.24,-68.01,-21.67,-0.91,0.14,-0.34,34.97,92.46,2512.09,-953.86,2512.02,1
8068.64,-15.24,-68.01,-21.66,-0.92,0.13,-0.34,34.95,92.45,2513.26,-948.60,2511.34,1
8068.65,-15.25,-68.01,-21.66,-0.91,0.13,-0.35,34.97,92.50,2497.68,-954.24,2499.74,1
8068.66,-15.25,-68.01,-21.66,-0.91,0.13,-0.34,34.95,92.50,2498.86,-950.54,2497.51,1
8068.67,-15.25,-68.01,-21.66,-0.91,0.14,-0.34,34.97,92.54,2487.99,-953.15,2488.94,1
8068.69,-15.24,-68.01,-21.66,-0.91,0.13,-0.34,34.97,92.55,2482.99,-953.14,2482.99,1
8068.70,-15.24,-68.01,-21.66,-0.91,0.13,-0.34,34.97,92.55,2482.99,-948.79,2481.41,1
8068.71,-15.25,-68.01,-21.66,-0.92,0.14,-0.35,34.96,92.59,2472.13,-951.24,2473.02,1
8068.72,-15.25,-68.01,-21.66,-0.92,0.14,-0.34,34.97,92.59,2472.13,-947.55,2470.78,1
8068.73,-15.25,-68.01,-21.67,-0.92,0.14,-0.34,34.97,92.64,2457.74,-952.74,2459.63,1
8068.74,-15.25,-68.01,-21.66,-0.91,0.14,-0.34,34.95,92.64,2457.74,-949.78,2456.66,1
8068.75,-15.25,-68.01,-21.66,-0.92,0.14,-0.34,34.97,92.68,2446.88,-952.58,2447.90,1
8068.76,-15.25,-68.01,-21.66,-0.92,0.14,-0.35,34.97,92.68,2446.88,-948.99,2445.57,1
8068.77,-15.25,-68.01,-21.66,-0.92,0.14,-0.35,34.97,92.68,2446.88,-943.70,2444.95,1
8068.78,-15.24,-68.01,-21.67,-0.91,0.14,-0.34,34.95,92.73,2432.21,-948.69,2434.03,1
8068.79,-15.24,-68.01,-21.67,-0.92,0.14,-0.34,34.97,92.74,2428.69,-948.26,2428.53,1
8068.80,-15.24,-68.01,-21.66,-0.91,0.14,-0.34,34.95,92.77,2419.01,-950.89,2419.97,1
8068.81,-15.24,-68.01,-21.66,-0.92,0.14,-0.34,34.97,92.78,2417.84,-948.10,2416.83,1
8068.82,-15.24,-68.01,-21.66,-0.91,0.13,-0.34,34.95,92.81,2408.17,-950.10,2408.90,1
8068.84,-15.24,-68.01,-21.66,-0.91,0.14,-0.34,34.97,92.83,2403.48,-949.72,2403.34,1
8068.85,-15.24,-68.01,-21.66,-0.91,0.14,-0.34,34.97,92.83,2403.48,-945.28,2401.86,1
8068.86,-15.25,-68.01,-21.66,-0.92,0.14,-0.34,34.95,92.86,2393.52,-947.06,2394.17,1
8068.87,-15.25,-68.01,-21.65,-0.91,0.13,-0.34,34.96,92.86,2392.64,-943.86,2391.47,1
8068.88,-15.24,-68.01,-21.66,-0.92,0.14,-0.34,34.95,92.91,2377.99,-949.39,2380.01,1
8068.89,-15.24,-68.01,-21.66,-0.91,0.14,-0.35,34.95,92.90,2382.68,-943.11,2380.39,1
8068.90,-15.24,-68.02,-21.66,-0.92,0.13,-0.34,34.96,92.95,2367.16,-948.46,2369.11,1
8068.91,-15.24,-68.02,-21.66,-0.92,0.14,-0.35,34.97,92.96,2363.64,-948.13,2363.52,1
8068.92,-15.24,-68.02,-21.66,-0.92,0.14,-0.35,34.97,92.96,2363.64,-943.71,2362.03,1
8068.93,-15.24,-68.01,-21.67,-0.92,0.14,-0.34,34.97,92.99,2356.33,-943.57,2356.28,1
8068.94,-15.25,-68.01,-21.66,-0.92,0.14,-0.34,34.96,92.99,2353.99,-940.94,2353.03,1
8068.95,-15.25,-68.01,-21.65,-0.91,0.14,-0.34,34.95,93.02,2346.67,-941.28,2346.80,1
8068.96,-15.25,-68.01,-21.65,-0.92,0.13,-0.34,34.96,93.04,2341.99,-940.50,2341.70,1
8068.97,-15.25,-68.01,-21.66,-0.91,0.14,-0.34,34.97,93.07,2330.88,-944.11,2332.19,1
8068.99,-15.25,-68.01,-21.66,-0.91,0.13,-0.34,34.97,93.07,2330.88,-940.77,2329.66,1
8069.00,-15.25,-68.01,-21.66,-0.91,0.13,-0.34,34.97,93.07,2330.88,-935.59,2328.99,1
8069.01,-15.24,-68.02,-21.66,-0.92,0.14,-0.34,34.97,93.10,2323.86,-935.06,2323.67,1
8069.02,-15.24,-68.02,-21.66,-0.91,0.14,-0.34,34.97,93.10,2323.86,-930.66,2322.25,1
8069.03,-15.25,-68.01,-21.66,-0.92,0.14,-0.35,34.95,93.13,2314.21,-932.28,2314.80,1
8069.04,-15.25,-68.01,-21.66,-0.91,0.14,-0.34,34.97,93.17,2302.23,-937.20,2304.03,1
8069.05,-15.25,-68.01,-21.65,-0.92,0.14,-0.34,34.95,93.19,2296.10,-938.71,2296.65,1
8069.06,-15.25,-68.01,-21.65,-0.92,0.14,-0.34,34.96,93.20,2292.59,-937.39,2292.11,1
8069.07,-15.25,-68.01,-21.65,-0.92,0.14,-0.34,34.96,93.20,2292.59,-932.77,2290.90,1
8069.08,-15.25,-68.01,-21.65,-0.92,0.14,-0.34,34.97,93.25,2280.33,-936.23,2281.59,1
8069.09,-15.25,-68.01,-21.66,-0.92,0.14,-0.34,34.97,93.23,2284.12,-930.11,2281.89,1
8069.10,-15.24,-68.01,-21.65,-0.91,0.13,-0.34,34.96,93.27,2273.32,-932.13,2274.05,1
8069.11,-15.24,-68.02,-21.65,-0.92,0.14,-0.34,34.95,93.27,2274.48,-927.56,2272.82,1
8069.12,-15.24,-68.01,-21.66,-0.91,0.14,-0.34,34.97,93.32,2258.72,-933.61,2260.93,1
8069.14,-15.25,-68.01,-21.66,-0.91,0.14,-0.34,34.95,93.32,2258.72,-930.97,2257.76,1
8069.15,-15.25,-68.01,-21.66,-0.91,0.14,-0.34,34.95,93.32,2258.72,-926.02,2256.92,1
8069.16,-15.25,-68.01,-21.65,-0.91,0.14,-0.34,34.95,93.35,2249.10,-927.50,2249.64,1
8069.17,-15.25,-68.01,-21.65,-0.91,0.13,-0.34,34.96,93.37,2244.43,-927.07,2244.27,1
8069.18,-15.26,-68.01,-21.65,-0.92,0.14,-0.35,34.95,93.40,2234.80,-929.75,2235.78,1
8069.19,-15.26,-68.01,-21.65,-0.92,0.14,-0.35,34.97,93.41,2233.64,-927.08,2232.66,1
8069.20,-15.26,-68.01,-21.65,-0.92,0.14,-0.34,34.97,93.44,2222.85,-930.01,2223.92,1
8069.21,-15.26,-68.01,-21.65,-0.92,0.14,-0.34,34.95,93.44,2224.02,-925.70,2222.44,1
8069.22,-15.26,-68.01,-21.65,-0.92,0.14,-0.34,34.95,93.44,2224.02,-920.32,2222.06,1
8069.23,-15.25,-68.02,-21.65,-0.92,0.14,-0.34,34.95,93.48,2213.23,-922.57,2214.05,1
8069.24,-15.25,-68.01,-21.66,-0.92,0.14,-0.34,34.95,93.50,2205.95,-924.27,2206.57,1
8069.25,-15.25,-68.01,-21.66,-0.91,0.13,-0.35,34.97,93.53,2197.50,-926.68,2198.38,1
8069.26,-15.26,-68.01,-21.65,-0.91,0.13,-0.34,34.96,93.53,2197.50,-923.09,2196.19,1
8069.27,-15.26,-68.01,-21.65,-0.91,0.14,-0.35,34.95,93.57,2186.73,-925.79,2187.71,1
8069.29,-15.26,-68.01,-21.65,-0.91,0.14,-0.34,34.95,93.58,2184.40,-923.98,2183.74,1
8069.30,-15.26,-68.01,-21.65,-0.91,0.14,-0.34,34.95,93.58,2184.40,-919.29,2182.68,1
8069.31,-15.25,-68.01,-21.66,-0.92,0.14,-0.34,34.97,93.62,2172.46,-922.56,2173.65,1
8069.32,-15.25,-68.01,-21.65,-0.91,0.14,-0.34,34.97,93.63,2168.68,-921.98,2168.47,1
8069.33,-15.26,-68.01,-21.65,-0.92,0.14,-0.35,34.95,93.65,2162.86,-921.87,2162.82,1
8069.34,-15.25,-68.01,-21.65,-0.92,0.14,-0.35,34.97,93.66,2159.08,-920.39,2158.54,1
8069.35,-15.26,-68.01,-21.65,-0.92,0.14,-0.34,34.97,93.68,2154.42,-919.20,2153.99,1
8069.36,-15.26,-68.01,-21.65,-0.92,0.14,-0.35,34.96,93.70,2148.31,-919.15,2148.29,1
8069.37,-15.26,-68.01,-21.65,-0.92,0.14,-0.35,34.96,93.70,2148.31,-914.94,2146.78,1
8069.38,-15.26,-68.01,-21.64,-0.92,0.13,-0.34,34.95,93.74,2136.39,-918.35,2137.63,1
8069.39,-15.26,-68.01,-21.64,-0.92,0.14,-0.35,34.97,93.74,2136.39,-915.07,2135.19,1
8069.40,-15.26,-68.01,-21.65,-0.91,0.14,-0.34,34.96,93.77,2126.80,-917.02,2127.51,1
8069.41,-15.27,-68.01,-21.65,-0.92,0.14,-0.34,34.95,93.77,2126.80,-913.36,2125.46,1
8069.42,-15.27,-68.02,-21.64,-0.91,0.14,-0.34,34.95,93.80,2119.53,-913.52,2119.59,1
8069.44,-15.27,-68.02,-21.64,-0.91,0.14,-0.34,34.97,93.82,2112.56,-914.48,2112.91,1
8069.45,-15.27,-68.02,-21.64,-0.91,0.14,-0.34,34.97,93.82,2112.56,-910.57,2111.13,1
8069.46,-15.27,-68.01,-21.65,-0.91,0.14,-0.34,34.95,93.85,2105.29,-910.68,2105.33,1
8069.47,-15.27,-68.01,-21.65,-0.91,0.14,-0.34,34.96,93.85,2104.13,-907.40,2102.94,1
8069.48,-15.28,-68.02,-21.64,-0.92,0.13,-0.35,34.97,93.89,2093.39,-910.23,2094.42,1
8069.49,-15.27,-68.02,-21.64,-0.92,0.14,-0.34,34.95,93.88,2094.55,-905.98,2093.00,1
8069.50,-15.27,-68.01,-21.65,-0.92,0.14,-0.34,34.96,93.93,2082.64,-909.41,2083.89,1
8069.51,-15.27,-68.01,-21.65,-0.92,0.14,-0.35,34.97,93.93,2082.64,-906.17,2081.46,1
8069.52,-15.27,-68.01,-21.65,-0.92,0.14,-0.35,34.97,93.93,2082.64,-901.17,2080.82,1
8069.53,-15.28,-68.02,-21.64,-0.92,0.13,-0.34,34.95,93.96,2073.07,-902.73,2073.63,1
8069.54,-15.28,-68.02,-21.64,-0.92,0.14,-0.34,34.95,93.97,2069.30,-901.77,2068.95,1
8069.55,-15.28,-68.01,-21.64,-0.91,0.14,-0.34,34.95,94.00,2062.33,-902.49,2062.59,1
8069.56,-15.28,-68.01,-21.65,-0.92,0.14,-0.34,34.95,94.01,2058.56,-901.31,2058.13,1
8069.57,-15.27,-68.02,-21.64,-0.91,0.13,-0.34,34.95,94.04,2050.44,-902.82,2050.99,1
8069.59,-15.27,-68.02,-21.64,-0.91,0.13,-0.35,34.95,94.06,2044.35,-903.54,2044.61,1
8069.60,-15.27,-68.02,-21.64,-0.91,0.13,-0.35,34.95,94.06,2044.35,-899.62,2042.92,1
8069.61,-15.27,-68.01,-21.65,-0.92,0.14,-0.34,34.96,94.08,2037.10,-899.76,2037.15,1
8069.62,-15.27,-68.01,-21.65,-0.91,0.14,-0.34,34.95,94.09,2033.62,-898.23,2033.07,1
8069.63,-15.27,-68.02,-21.64,-0.92,0.14,-0.35,34.97,94.11,2028.69,-897.32,2028.36,1
8069.64,-15.27,-68.02,-21.64,-0.91,0.13,-0.34,34.95,94.12,2025.22,-895.52,2024.56,1
8069.65,-15.27,-68.02,-21.64,-0.92,0.14,-0.35,34.95,94.14,2019.13,-895.40,2019.09,1
8069.66,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.95,94.17,2012.18,-896.36,2012.53,1
8069.67,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.95,94.17,2012.18,-892.53,2010.78,1
8069.68,-15.28,-68.01,-21.65,-0.91,0.13,-0.34,34.95,94.19,2004.94,-892.72,2005.01,1
8069.69,-15.28,-68.02,-21.64,-0.92,0.14,-0.35,34.97,94.20,2003.78,-889.54,2002.62,1
8069.70,-15.28,-68.02,-21.64,-0.91,0.14,-0.34,34.97,94.23,1993.07,-892.46,1994.13,1
8069.71,-15.28,-68.01,-21.65,-0.92,0.14,-0.34,34.97,94.23,1993.07,-889.16,1991.87,1
8069.72,-15.27,-68.02,-21.65,-0.91,0.14,-0.34,34.95,94.26,1986.99,-888.67,1986.81,1
8069.74,-15.27,-68.02,-21.64,-0.91,0.14,-0.34,34.96,94.28,1978.59,-890.61,1979.30,1
8069.75,-15.27,-68.02,-21.64,-0.91,0.14,-0.34,34.96,94.28,1978.59,-887.06,1977.30,1
8069.76,-15.27,-68.02,-21.64,-0.92,0.14,-0.35,34.95,94.30,1972.81,-886.29,1972.53,1
8069.77,-15.27,-68.02,-21.65,-0.91,0.14,-0.34,34.95,94.32,1969.05,-884.79,1968.50,1
8069.78,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.96,94.35,1960.95,-886.27,1961.49,1
8069.79,-15.27,-68.02,-21.64,-0.91,0.14,-0.34,34.97,94.35,1960.95,-882.62,1959.62,1
8069.80,-15.27,-68.02,-21.64,-0.92,0.14,-0.34,34.95,94.38,1951.40,-884.59,1952.12,1
8069.81,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.97,94.40,1946.49,-884.66,1946.52,1
8069.82,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.97,94.40,1946.49,-880.65,1945.02,1
8069.83,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.95,94.42,1940.71,-879.78,1940.39,1
8069.84,-15.27,-68.02,-21.65,-0.92,0.14,-0.35,34.95,94.42,1940.71,-875.54,1939.16,1
8069.85,-15.27,-68.02,-21.64,-0.91,0.13,-0.34,34.95,94.44,1933.48,-875.69,1933.54,1
8069.86,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.96,94.46,1928.57,-875.32,1928.43,1
8069.87,-15.27,-68.02,-21.65,-0.91,0.14,-0.35,34.97,94.49,1919.03,-878.19,1920.08,1
8069.89,-15.27,-68.02,-21.65,-0.91,0.13,-0.34,34.97,94.49,1917.88,-875.79,1917.00,1
8069.90,-15.27,-68.02,-21.65,-0.91,0.13,-0.34,34.97,94.49,1917.88,-871.15,1916.19,1
8069.91,-15.27,-68.02,-21.64,-0.91,0.14,-0.35,34.96,94.53,1907.19,-873.74,1908.14,1
8069.92,-15.26,-68.02,-21.65,-0.91,0.13,-0.34,34.95,94.53,1908.35,-869.61,1906.84,1
8069.93,-15.26,-68.02,-21.65,-0.92,0.14,-0.34,34.97,94.56,1900.26,-870.44,1900.56,1
8069.94,-15.26,-68.02,-21.65,-0.91,0.14,-0.34,34.95,94.58,1893.05,-871.96,1893.60,1
8069.95,-15.26,-68.02,-21.65,-0.92,0.14,-0.34,34.95,94.59,1890.74,-870.07,1890.05,1
8069.96,-15.26,-68.02,-21.65,-0.92,0.14,-0.35,34.95,94.61,1883.52,-870.86,1883.81,1
8069.97,-15.26,-68.02,-21.65,-0.92,0.14,-0.35,34.95,94.61,1883.52,-867.10,1882.15,1
8069.98,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.96,94.64,1875.15,-868.25,1875.57,1
8069.99,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.95,94.65,1872.85,-866.28,1872.13,1
8070.00,-15.26,-68.02,-21.65,-0.91,0.13,-0.34,34.96,94.68,1865.63,-867.07,1865.92,1
8070.01,-15.27,-68.02,-21.65,-0.92,0.13,-0.34,34.95,94.66,1869.10,-860.80,1866.81,1
8070.02,-15.27,-68.02,-21.65,-0.91,0.14,-0.34,34.95,94.69,1862.17,-860.25,1861.98,1
8070.04,-15.27,-68.02,-21.66,-0.91,0.14,-0.34,34.95,94.71,1854.96,-861.45,1855.40,1
8070.05,-15.27,-68.02,-21.66,-0.91,0.14,-0.34,34.95,94.71,1854.96,-857.84,1853.65,1
8070.06,-15.27,-68.02,-21.65,-0.91,0.14,-0.34,34.97,94.74,1846.60,-859.06,1847.05,1
8070.07,-15.27,-68.02,-21.65,-0.91,0.13,-0.34,34.95,94.75,1844.30,-857.15,1843.60,1
8070.08,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.95,94.77,1837.09,-857.99,1837.40,1
8070.09,-15.27,-68.02,-21.65,-0.91,0.14,-0.34,34.95,94.77,1837.09,-854.30,1835.75,1
8070.10,-15.27,-68.02,-21.65,-0.92,0.14,-0.35,34.96,94.82,1825.28,-858.04,1826.65,1
8070.11,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.95,94.80,1830.18,-851.55,1827.81,1
8070.12,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.95,94.80,1830.18,-845.94,1828.13,1
8070.13,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.97,94.85,1814.62,-851.94,1816.81,1
8070.14,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.94,94.85,1815.77,-848.81,1814.63,1
8070.15,-15.27,-68.02,-21.65,-0.91,0.13,-0.34,34.95,94.87,1808.58,-849.36,1808.78,1
8070.16,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.96,94.89,1803.97,-848.99,1803.84,1
8070.17,-15.27,-68.02,-21.65,-0.91,0.13,-0.34,34.97,94.91,1797.92,-849.44,1798.09,1
8070.19,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.95,94.92,1794.47,-848.20,1794.02,1
8070.20,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.95,94.92,1794.47,-844.00,1792.94,1
8070.21,-15.26,-68.02,-21.66,-0.91,0.14,-0.34,34.95,94.95,1787.28,-844.28,1787.38,1
8070.22,-15.27,-68.02,-21.65,-0.91,0.13,-0.34,34.97,94.95,1786.13,-841.35,1785.05,1
8070.23,-15.27,-68.03,-21.65,-0.92,0.14,-0.34,34.95,94.97,1780.37,-840.93,1780.22,1
8070.24,-15.27,-68.03,-21.65,-0.91,0.14,-0.35,34.95,94.98,1776.63,-839.71,1776.19,1
8070.25,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.95,95.01,1769.44,-840.80,1769.84,1
8070.26,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.96,95.03,1764.84,-840.62,1764.77,1
8070.27,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.96,95.03,1764.84,-836.73,1763.42,1
8070.28,-15.26,-68.02,-21.65,-0.92,0.14,-0.35,34.95,95.06,1755.35,-838.81,1756.11,1
8070.29,-15.26,-68.02,-21.65,-0.92,0.14,-0.34,34.97,95.06,1754.20,-836.37,1753.31,1
8070.30,-15.26,-68.02,-21.66,-0.91,0.13,-0.34,34.96,95.07,1750.75,-834.43,1750.04,1
8070.31,-15.26,-68.02,-21.66,-0.92,0.14,-0.34,34.95,95.10,1744.72,-834.51,1744.75,1
8070.32,-15.27,-68.03,-21.65,-0.91,0.13,-0.35,34.95,95.11,1741.27,-833.24,1740.81,1
8070.34,-15.26,-68.03,-21.65,-0.91,0.14,-0.34,34.95,95.12,1737.53,-831.83,1737.02,1
8070.35,-15.26,-68.03,-21.65,-0.91,0.14,-0.34,34.95,95.12,1737.53,-827.66,1736.01,1
8070.36,-15.26,-68.02,-21.65,-0.91,0.13,-0.34,34.97,95.15,1729.20,-828.85,1729.64,1
8070.37,-15.26,-68.03,-21.65,-0.91,0.14,-0.34,34.95,95.14,1730.64,-824.34,1728.99,1
8070.38,-15.26,-68.03,-21.65,-0.92,0.14,-0.34,34.95,95.18,1719.72,-827.35,1720.82,1
8070.39,-15.26,-68.03,-21.65,-0.91,0.13,-0.34,34.97,95.20,1715.13,-827.73,1715.27,1
8070.40,-15.26,-68.02,-21.65,-0.92,0.14,-0.34,34.95,95.22,1709.10,-828.45,1709.36,1
8070.41,-15.26,-68.02,-21.66,-0.92,0.14,-0.34,34.94,95.22,1710.25,-824.03,1708.63,1
8070.42,-15.26,-68.03,-21.65,-0.92,0.13,-0.35,34.97,95.25,1701.06,-825.79,1701.71,1
8070.44,-15.26,-68.03,-21.65,-0.92,0.14,-0.34,34.95,95.24,1702.21,-821.66,1700.70,1
8070.45,-15.26,-68.03,-21.65,-0.92,0.14,-0.34,34.95,95.24,1702.21,-816.81,1700.44,1
8070.46,-15.26,-68.02,-21.66,-0.91,0.14,-0.34,34.95,95.28,1691.59,-819.54,1692.59,1
8070.47,-15.26,-68.02,-21.66,-0.92,0.14,-0.34,34.95,95.28,1691.59,-816.53,1690.49,1
8070.48,-15.26,-68.02,-21.66,-0.91,0.13,-0.34,34.96,95.31,1683.27,-818.08,1683.84,1
8070.49,-15.27,-68.02,-21.65,-0.91,0.13,-0.34,34.95,95.32,1680.98,-816.43,1680.38,1
8070.50,-15.26,-68.02,-21.66,-0.92,0.14,-0.34,34.95,95.36,1670.08,-820.23,1671.46,1
8070.51,-15.26,-68.02,-21.66,-0.91,0.14,-0.34,34.97,95.36,1668.93,-818.33,1668.24,1
8070.52,-15.26,-68.02,-21.66,-0.91,0.14,-0.34,34.97,95.36,1668.93,-814.09,1667.39,1
8070.53,-15.26,-68.02,-21.66,-0.92,0.14,-0.35,34.97,95.38,1662.05,-814.27,1662.12,1
8070.54,-15.26,-68.02,-21.65,-0.91,0.14,-0.34,34.95,95.39,1659.47,-812.49,1658.82,1
8070.55,-15.26,-68.02,-21.66,-0.92,0.14,-0.34,34.95,95.40,1656.03,-810.82,1655.42,1
8070.56,-15.26,-68.02,-21.66,-0.92,0.14,-0.35,34.95,95.42,1652.59,-809.19,1651.99,1
8070.57,-15.26,-68.02,-21.66,-0.92,0.13,-0.34,34.96,95.46,1640.84,-813.64,1642.47,1
8070.59,-15.26,-68.02,-21.65,-0.92,0.14,-0.34,34.95,95.44,1645.43,-807.76,1643.29,1
8070.60,-15.26,-68.02,-21.65,-0.92,0.14,-0.34,34.95,95.44,1645.43,-802.52,1643.51,1
8070.61,-15.26,-68.02,-21.65,-0.91,0.14,-0.34,34.95,95.48,1634.83,-805.19,1635.80,1
8070.62,-15.26,-68.02,-21.66,-0.92,0.14,-0.34,34.95,95.47,1638.26,-799.73,1636.27,1
8070.63,-15.26,-68.02,-21.65,-0.91,0.14,-0.34,34.97,95.50,1629.96,-800.68,1630.31,1
8070.64,-15.26,-68.02,-21.65,-0.92,0.13,-0.34,34.95,95.52,1624.23,-801.47,1624.51,1
8070.65,-15.26,-68.02,-21.65,-0.91,0.14,-0.34,34.95,95.53,1620.51,-800.74,1620.24,1
8070.66,-15.26,-68.02,-21.65,-0.91,0.14,-0.34,34.95,95.53,1620.51,-796.89,1619.10,1
8070.67,-15.26,-68.02,-21.65,-0.91,0.14,-0.34,34.95,95.53,1620.51,-792.23,1618.81,1
8070.68,-15.26,-68.02,-21.65,-0.92,0.14,-0.34,34.95,95.55,1613.64,-792.39,1613.69,1
8070.69,-15.26,-68.02,-21.65,-0.91,0.14,-0.34,34.95,95.57,1609.92,-791.54,1609.60,1
8070.70,-15.26,-68.02,-21.65,-0.92,0.14,-0.34,34.95,95.59,1603.05,-792.71,1603.47,1
8070.71,-15.26,-68.02,-21.66,-0.92,0.14,-0.34,34.95,95.59,1603.05,-789.41,1601.84,1
8070.72,-15.26,-68.02,-21.65,-0.92,0.14,-0.34,34.95,95.61,1595.89,-790.15,1596.16,1
8070.74,-15.26,-68.02,-21.65,-0.92,0.14,-0.34,34.95,95.64,1588.74,-791.96,1589.40,1
8070.75,-15.26,-68.02,-21.65,-0.92,0.14,-0.34,34.95,95.64,1588.74,-788.83,1587.60,1
8070.76,-15.27,-68.02,-21.65,-0.91,0.14,-0.34,34.95,95.64,1588.74,-784.40,1587.12,1
8070.77,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.95,95.65,1585.31,-782.15,1584.49,1
8070.78,-15.27,-68.02,-21.65,-0.91,0.13,-0.34,34.97,95.68,1578.16,-783.20,1578.54,1
8070.79,-15.27,-68.02,-21.65,-0.91,0.13,-0.34,34.95,95.69,1574.73,-782.41,1574.44,1
8070.80,-15.27,-68.02,-21.65,-0.91,0.14,-0.34,34.96,95.71,1567.58,-783.85,1568.10,1
8070.81,-15.27,-68.02,-21.65,-0.91,0.14,-0.34,34.95,95.71,1567.58,-780.66,1566.41,1
8070.82,-15.27,-68.02,-21.65,-0.91,0.14,-0.34,34.95,95.71,1567.58,-776.25,1565.97,1
8070.83,-15.26,-68.02,-21.65,-0.92,0.14,-0.34,34.95,95.74,1560.43,-776.75,1560.61,1
8070.84,-15.26,-68.02,-21.65,-0.91,0.14,-0.34,34.95,95.74,1560.43,-773.34,1559.19,1
8070.85,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.95,95.76,1553.57,-773.91,1553.78,1
8070.86,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.95,95.78,1549.86,-773.24,1549.61,1
8070.87,-15.27,-68.02,-21.65,-0.92,0.14,-0.35,34.97,95.80,1543.00,-774.54,1543.48,1
8070.89,-15.26,-68.02,-21.65,-0.92,0.14,-0.35,34.95,95.80,1543.00,-771.35,1541.84,1
8070.90,-15.26,-68.02,-21.65,-0.92,0.14,-0.35,34.95,95.80,1543.00,-766.99,1541.41,1
8070.91,-15.26,-68.03,-21.65,-0.91,0.14,-0.35,34.95,95.84,1532.43,-770.04,1533.55,1
8070.92,-15.26,-68.03,-21.65,-0.92,0.14,-0.34,34.95,95.84,1532.43,-767.34,1531.45,1
8070.93,-15.26,-68.02,-21.66,-0.91,0.13,-0.34,34.95,95.85,1528.72,-765.83,1528.17,1
8070.94,-15.26,-68.03,-21.66,-0.91,0.13,-0.34,34.95,95.86,1525.29,-764.43,1524.78,1
8070.95,-15.27,-68.03,-21.65,-0.91,0.13,-0.34,34.95,95.89,1518.16,-765.78,1518.65,1
8070.96,-15.27,-68.02,-21.65,-0.91,0.14,-0.34,34.95,95.90,1514.73,-765.15,1514.50,1
8070.97,-15.27,-68.02,-21.65,-0.91,0.14,-0.34,34.95,95.90,1514.73,-761.49,1513.40,1
8070.98,-15.27,-68.02,-21.65,-0.92,0.14,-0.34,34.95,95.92,1507.60,-762.25,1507.87,1
8070.99,-15.27,-68.02,-21.65,-0.91,0.14,-0.34,34.95,95.94,1504.17,-761.48,1503.89,1
8071.00,-15.27,-68.03,-21.65,-0.92,0.14,-0.34,34.96,95.95,1499.32,-761.34,1499.27,1
8071.01,-15.27,-68.03,-21.65,-0.92,0.14,-0.34,34.95,95.95,1500.46,-756.99,1498.88,1
8071.02,-15.26,-68.02,-21.66,-0.92,0.14,-0.34,34.95,95.99,1489.91,-760.09,1491.03,1
8071.04,-15.26,-68.02,-21.66,-0.92,0.14,-0.35,34.95,96.00,1486.49,-759.94,1486.43,1
8071.05,-15.26,-68.02,-21.66,-0.92,0.14,-0.35,34.95,96.00,1486.49,-756.44,1485.21,1
8071.06,-15.26,-68.03,-21.65,-0.91,0.13,-0.34,34.95,96.01,1483.06,-754.55,1482.37,1
8071.07,-15.26,-68.02,-21.65,-0.92,0.13,-0.34,34.96,96.03,1478.22,-754.14,1478.07,1
